sub_id	entry	is_head	page_start	page_end	n_pages	source	start_confidence	end_confidence	warning
10800063-1	63	0	7	7	1	inferred	confirmed	confirmed	
10800064-0	64	1	7	7	1	inferred	confirmed	confirmed	
10800064-1	64	0	7	8	2	anchor	unknown	uncertain	page_end extended from 7 to 8: text_position did not indicate a real ending on page 7, and no other block won any page in between, so it must finish no earlier than the page where '10800064-2' starts.
10800064-2	64	0	8	8	1	inferred	confirmed	confirmed	
10800064-3	64	0	8	8	1	inferred	confirmed	confirmed	
10800064-4	64	0	8	8	1	inferred	confirmed	confirmed	
10800064-5	64	0	8	8	1	inferred	confirmed	confirmed	
10800064-6	64	0	8	8	1	inferred	confirmed	confirmed	
10800065-0	65	1	8	8	1	inferred	confirmed	confirmed	
10800065-1	65	0	8	8	1	inferred	confirmed	confirmed	
10800066-0	66	1	8	8	1	inferred	confirmed	confirmed	
10800066-1	66	0	8	8	1	inferred	confirmed	confirmed	
10800066-2	66	0	8	8	1	inferred	confirmed	confirmed	
10800067-0	67	1	8	8	1	inferred	confirmed	confirmed	
10800067-1	67	0	8	8	1	inferred	confirmed	confirmed	
10800068-0	68	1	8	8	1	inferred	confirmed	confirmed	
10800068-1	68	0	8	8	1	inferred	confirmed	confirmed	
10800068-2	68	0	8	8	1	inferred	confirmed	confirmed	
10800068-3	68	0	8	8	1	inferred	confirmed	confirmed	
10800068-4	68	0	8	8	1	inferred	confirmed	confirmed	
10800068-5	68	0	8	8	1	inferred	confirmed	confirmed	
10800069-0	69	1	8	8	1	inferred	confirmed	confirmed	
10800069-1	69	0	8	9	2	anchor	unknown	uncertain	page_end extended from 8 to 9: text_position did not indicate a real ending on page 8, and no other block won any page in between, so it must finish no earlier than the page where '10800070-0' starts.
10800070-0	70	1	9	9	1	inferred	confirmed	confirmed	
10800070-1	70	0	9	9	1	inferred	confirmed	confirmed	
10800070-2	70	0	9	9	1	inferred	confirmed	confirmed	
10800070-3	70	0	9	9	1	inferred	confirmed	confirmed	
10800070-4	70	0	9	9	1	inferred	confirmed	confirmed	
10800070-5	70	0	9	9	1	inferred	confirmed	confirmed	
10800070-6	70	0	9	9	1	inferred	confirmed	confirmed	
10800070-7	70	0	9	9	1	inferred	confirmed	confirmed	
10800070-8	70	0	9	9	1	inferred	confirmed	confirmed	
10800070-9	70	0	9	9	1	inferred	confirmed	confirmed	
10800070-10	70	0	9	9	1	inferred	confirmed	confirmed	
10800070-11	70	0	9	9	1	inferred	confirmed	confirmed	
10800071-0	71	1	9	9	1	inferred	confirmed	confirmed	
10800071-1	71	0	9	9	1	inferred	confirmed	confirmed	
10800071-2	71	0	9	9	1	inferred	confirmed	confirmed	
10800071-3	71	0	9	9	1	inferred	confirmed	confirmed	
10800072-0	72	1	9	9	1	inferred	confirmed	confirmed	
10800072-1	72	0	9	9	1	inferred	confirmed	confirmed	
10800072-2	72	0	9	9	1	inferred	confirmed	confirmed	
10800072-3	72	0	9	9	1	inferred	confirmed	confirmed	
10800073-0	73	1	9	9	1	inferred	confirmed	confirmed	
10800073-1	73	0	9	9	1	inferred	confirmed	confirmed	
10800074-0	74	1	9	9	1	inferred	confirmed	confirmed	
10800074-1	74	0	9	9	1	inferred	confirmed	confirmed	
10800074-2	74	0	9	9	1	inferred	confirmed	confirmed	
10800074-3	74	0	9	9	1	inferred	confirmed	confirmed	
10800075-0	75	1	9	9	1	inferred	confirmed	confirmed	
10800075-1	75	0	9	9	1	inferred	confirmed	confirmed	
10800076-0	76	1	9	9	1	inferred	confirmed	confirmed	
10800076-1	76	0	9	9	1	inferred	confirmed	confirmed	
10800076-2	76	0	9	9	1	inferred	confirmed	confirmed	
10800076-3	76	0	9	9	1	anchor	unknown	confirmed	
10800076-4	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-5	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-6	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-7	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-8	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-9	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-10	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-11	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-12	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-13	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-14	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-15	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-16	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-17	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-18	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-19	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-20	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-21	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-22	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-23	76	0	10	10	1	inferred	confirmed	confirmed	
10800076-24	76	0	10	11	2	anchor	unknown	uncertain	page_end extended from 10 to 11: text_position did not indicate a real ending on page 10, and no other block won any page in between, so it must finish no earlier than the page where '10800076-25' starts.
10800076-25	76	0	11	11	1	inferred	confirmed	confirmed	
10800077-0	77	1	11	11	1	inferred	confirmed	confirmed	
10800077-1	77	0	11	11	1	inferred	confirmed	confirmed	
10800078-0	78	1	11	11	1	inferred	confirmed	confirmed	
10800078-1	78	0	11	11	1	inferred	confirmed	confirmed	
10800078-2	78	0	11	11	1	inferred	confirmed	confirmed	
10800079-0	79	1	11	11	1	inferred	confirmed	confirmed	
10800079-1	79	0	11	11	1	inferred	confirmed	confirmed	
10800080-0	80	1	11	11	1	inferred	confirmed	confirmed	
10800080-1	80	0	11	11	1	inferred	confirmed	confirmed	
10800080-2	80	0	11	11	1	inferred	confirmed	confirmed	
10800080-3	80	0	11	11	1	inferred	confirmed	confirmed	
10800080-4	80	0	11	11	1	inferred	confirmed	confirmed	
10800081-0	81	1	11	11	1	inferred	confirmed	confirmed	
10800081-1	81	0	11	11	1	inferred	confirmed	confirmed	
10800081-2	81	0	11	11	1	inferred	confirmed	confirmed	
10800082-0	82	1	11	11	1	inferred	confirmed	confirmed	
10800082-1	82	0	11	11	1	inferred	confirmed	confirmed	
10800082-2	82	0	11	11	1	inferred	confirmed	confirmed	
10800082-3	82	0	11	11	1	inferred	confirmed	confirmed	
10800082-4	82	0	11	11	1	inferred	confirmed	confirmed	
10800082-5	82	0	11	11	1	inferred	confirmed	confirmed	
10800082-6	82	0	11	11	1	inferred	confirmed	confirmed	
10800082-7	82	0	11	11	1	inferred	confirmed	confirmed	
10800082-8	82	0	11	11	1	anchor	unknown	confirmed	
10800083-0	83	1	12	12	1	inferred	confirmed	confirmed	
10800083-1	83	0	12	12	1	inferred	confirmed	confirmed	
10800084-0	84	1	12	12	1	inferred	confirmed	confirmed	
10800084-1	84	0	12	12	1	inferred	confirmed	confirmed	
10800085-0	85	1	12	12	1	inferred	confirmed	confirmed	
10800085-1	85	0	12	12	1	inferred	confirmed	confirmed	
10800085-2	85	0	12	12	1	inferred	confirmed	confirmed	
10800085-3	85	0	12	12	1	inferred	confirmed	confirmed	
10800085-4	85	0	12	12	1	inferred	confirmed	confirmed	
10800085-5	85	0	12	12	1	inferred	confirmed	confirmed	
10800086-0	86	1	12	12	1	inferred	confirmed	confirmed	
10800086-1	86	0	12	12	1	inferred	confirmed	confirmed	
10800086-2	86	0	12	12	1	inferred	confirmed	confirmed	
10800086-3	86	0	12	12	1	inferred	confirmed	confirmed	
10800086-4	86	0	12	12	1	inferred	confirmed	confirmed	
10800086-5	86	0	12	12	1	inferred	confirmed	confirmed	
10800086-6	86	0	12	12	1	inferred	confirmed	confirmed	
10800086-7	86	0	12	12	1	inferred	confirmed	confirmed	
10800086-8	86	0	12	12	1	inferred	confirmed	confirmed	
10800086-9	86	0	12	13	2	anchor	unknown	uncertain	page_end extended from 12 to 13: text_position did not indicate a real ending on page 12, and no other block won any page in between, so it must finish no earlier than the page where '10800086-10' starts.
10800086-10	86	0	13	13	1	inferred	confirmed	confirmed	
10800086-11	86	0	13	13	1	inferred	confirmed	confirmed	
10800086-12	86	0	13	13	1	inferred	confirmed	confirmed	
10800086-13	86	0	13	13	1	inferred	confirmed	confirmed	
10800086-14	86	0	13	13	1	inferred	confirmed	confirmed	
10800086-15	86	0	13	13	1	inferred	confirmed	confirmed	
10800086-16	86	0	13	13	1	inferred	confirmed	confirmed	
10800087-0	87	1	13	13	1	inferred	confirmed	confirmed	
10800087-1	87	0	13	13	1	inferred	confirmed	confirmed	
10800087-2	87	0	13	13	1	inferred	confirmed	confirmed	
10800088-0	88	1	13	13	1	inferred	confirmed	confirmed	
10800088-1	88	0	13	13	1	anchor	unknown	confirmed	
10800088-2	88	0	14	14	1	inferred	confirmed	confirmed	
10800088-3	88	0	14	14	1	inferred	confirmed	confirmed	
10800089-0	89	1	14	14	1	inferred	confirmed	confirmed	
10800089-1	89	0	14	14	1	inferred	confirmed	confirmed	
10800089-2	89	0	14	14	1	inferred	confirmed	confirmed	
10800089-3	89	0	14	14	1	inferred	confirmed	confirmed	
10800090-0	90	1	14	14	1	inferred	confirmed	confirmed	
10800090-1	90	0	14	14	1	inferred	confirmed	confirmed	
10800091-0	91	1	14	14	1	inferred	confirmed	confirmed	
10800091-1	91	0	14	14	1	inferred	confirmed	confirmed	
10800091-2	91	0	14	14	1	inferred	confirmed	confirmed	
10800091-3	91	0	14	14	1	inferred	confirmed	confirmed	
10800091-4	91	0	14	14	1	inferred	confirmed	confirmed	
10800091-5	91	0	14	14	1	inferred	confirmed	confirmed	
10800091-6	91	0	14	14	1	inferred	confirmed	confirmed	
10800091-7	91	0	14	14	1	inferred	confirmed	confirmed	
10800092-0	92	1	14	14	1	inferred	confirmed	confirmed	
10800092-1	92	0	14	14	1	inferred	confirmed	confirmed	
10800093-0	93	1	14	14	1	inferred	confirmed	confirmed	
10800093-1	93	0	14	14	1	inferred	confirmed	confirmed	
10800094-0	94	1	14	14	1	inferred	confirmed	confirmed	
10800094-1	94	0	14	14	1	inferred	confirmed	confirmed	
10800095-0	95	1	14	14	1	inferred	confirmed	confirmed	
10800095-1	95	0	14	14	1	inferred	confirmed	confirmed	
10800096-0	96	1	14	14	1	inferred	confirmed	confirmed	
10800096-1	96	0	14	14	1	inferred	confirmed	confirmed	
10800097-0	97	1	14	14	1	inferred	confirmed	confirmed	
10800097-1	97	0	14	14	1	inferred	confirmed	confirmed	
10800098-0	98	1	14	15	2	anchor	unknown	uncertain	page_end extended from 14 to 15: text_position did not indicate a real ending on page 14, and no other block won any page in between, so it must finish no earlier than the page where '10800098-1' starts.
10800098-1	98	0	15	15	1	inferred	confirmed	confirmed	
10800099-0	99	1	15	15	1	inferred	confirmed	confirmed	
10800099-1	99	0	15	15	1	inferred	confirmed	confirmed	
10800099-2	99	0	15	15	1	inferred	confirmed	confirmed	
10800100-0	100	1	15	15	1	inferred	confirmed	confirmed	
10800100-1	100	0	15	15	1	inferred	confirmed	confirmed	
10800101-0	101	1	15	15	1	inferred	confirmed	confirmed	
10800101-1	101	0	15	15	1	inferred	confirmed	confirmed	
10800101-2	101	0	15	15	1	inferred	confirmed	confirmed	
10800101-3	101	0	15	15	1	inferred	confirmed	confirmed	
10800101-4	101	0	15	15	1	inferred	confirmed	confirmed	
10800101-5	101	0	15	15	1	inferred	confirmed	confirmed	
10800101-6	101	0	15	15	1	inferred	confirmed	confirmed	
10800101-7	101	0	15	15	1	inferred	confirmed	confirmed	
10800101-8	101	0	15	15	1	inferred	confirmed	confirmed	
10800101-9	101	0	15	16	2	anchor	unknown	uncertain	page_end extended from 15 to 16: text_position did not indicate a real ending on page 15, and no other block won any page in between, so it must finish no earlier than the page where '10800101-10' starts.
10800101-10	101	0	16	16	1	inferred	confirmed	confirmed	
10800101-11	101	0	16	16	1	inferred	confirmed	confirmed	
10800101-12	101	0	16	16	1	inferred	confirmed	confirmed	
10800101-13	101	0	16	16	1	inferred	confirmed	confirmed	
10800101-14	101	0	16	16	1	inferred	confirmed	confirmed	
10800101-15	101	0	16	16	1	inferred	confirmed	confirmed	
10800102-0	102	1	16	16	1	inferred	confirmed	confirmed	
10800102-1	102	0	16	16	1	inferred	confirmed	confirmed	
10800103-0	103	1	16	16	1	inferred	confirmed	confirmed	
10800103-1	103	0	16	16	1	inferred	confirmed	confirmed	
10800104-0	104	1	16	16	1	inferred	confirmed	confirmed	
10800104-1	104	0	16	16	1	inferred	confirmed	confirmed	
10800104-2	104	0	16	16	1	inferred	confirmed	confirmed	
10800104-3	104	0	16	16	1	inferred	confirmed	confirmed	
10800104-4	104	0	16	16	1	inferred	confirmed	confirmed	
10800104-5	104	0	16	16	1	inferred	confirmed	confirmed	
10800104-6	104	0	16	16	1	inferred	confirmed	confirmed	
10800104-7	104	0	16	16	1	inferred	confirmed	confirmed	
10800104-8	104	0	16	16	1	inferred	confirmed	confirmed	
10800104-9	104	0	16	16	1	inferred	confirmed	confirmed	
10800104-10	104	0	16	16	1	inferred	confirmed	confirmed	
10800104-11	104	0	16	17	2	anchor	unknown	uncertain	page_end extended from 16 to 17: text_position did not indicate a real ending on page 16, and no other block won any page in between, so it must finish no earlier than the page where '10800104-12' starts.
10800104-12	104	0	17	17	1	inferred	confirmed	confirmed	
10800104-13	104	0	17	17	1	inferred	confirmed	confirmed	
10800104-14	104	0	17	17	1	inferred	confirmed	confirmed	
10800105-0	105	1	17	17	1	inferred	confirmed	confirmed	
10800105-1	105	0	17	17	1	inferred	confirmed	confirmed	
10800106-0	106	1	17	17	1	inferred	confirmed	confirmed	
10800106-1	106	0	17	17	1	inferred	confirmed	confirmed	
10800107-0	107	1	17	17	1	inferred	confirmed	confirmed	
10800107-1	107	0	17	17	1	inferred	confirmed	confirmed	
10800107-2	107	0	17	17	1	inferred	confirmed	confirmed	
10800107-3	107	0	17	17	1	inferred	confirmed	confirmed	
10800108-0	108	1	17	17	1	inferred	confirmed	confirmed	
10800108-1	108	0	17	17	1	inferred	confirmed	confirmed	
10800108-2	108	0	17	17	1	inferred	confirmed	confirmed	
10800108-3	108	0	17	17	1	inferred	confirmed	confirmed	
10800108-4	108	0	17	17	1	inferred	confirmed	confirmed	
10800108-5	108	0	17	17	1	inferred	confirmed	confirmed	
10800109-0	109	1	17	17	1	inferred	confirmed	confirmed	
10800109-1	109	0	17	17	1	inferred	confirmed	confirmed	
10800109-2	109	0	17	17	1	inferred	confirmed	confirmed	
10800109-3	109	0	17	17	1	inferred	confirmed	confirmed	
10800110-0	110	1	17	17	1	inferred	confirmed	confirmed	
10800110-1	110	0	17	17	1	inferred	confirmed	confirmed	
10800110-2	110	0	17	17	1	anchor	unknown	confirmed	
10800111-0	111	1	18	18	1	inferred	confirmed	confirmed	
10800111-1	111	0	18	18	1	inferred	confirmed	confirmed	
10800112-0	112	1	18	18	1	inferred	confirmed	confirmed	
10800112-1	112	0	18	18	1	inferred	confirmed	confirmed	
10800112-2	112	0	18	18	1	inferred	confirmed	confirmed	
10800113-0	113	1	18	18	1	inferred	confirmed	confirmed	
10800113-1	113	0	18	18	1	inferred	confirmed	confirmed	
10800113-2	113	0	18	18	1	inferred	confirmed	confirmed	
10800113-3	113	0	18	18	1	inferred	confirmed	confirmed	
10800113-4	113	0	18	18	1	inferred	confirmed	confirmed	
10800113-5	113	0	18	18	1	inferred	confirmed	confirmed	
10800113-6	113	0	18	18	1	inferred	confirmed	confirmed	
10800113-7	113	0	18	18	1	inferred	confirmed	confirmed	
10800113-8	113	0	18	18	1	inferred	confirmed	confirmed	
10800114-0	114	1	18	18	1	inferred	confirmed	confirmed	
10800114-1	114	0	18	18	1	inferred	confirmed	confirmed	
10800115-0	115	1	18	18	1	inferred	confirmed	confirmed	
10800115-1	115	0	18	18	1	inferred	confirmed	confirmed	
10800116-0	116	1	18	18	1	inferred	confirmed	confirmed	
10800116-1	116	0	18	18	1	inferred	confirmed	confirmed	
10800117-0	117	1	18	18	1	inferred	confirmed	confirmed	
10800117-1	117	0	18	18	1	inferred	confirmed	confirmed	
10800118-0	118	1	18	18	1	inferred	confirmed	confirmed	
10800118-1	118	0	18	18	1	inferred	confirmed	confirmed	
10800119-0	119	1	18	18	1	inferred	confirmed	confirmed	
10800119-1	119	0	18	18	1	anchor	unknown	confirmed	
